RA,NOME,REGIONAl,CodRegional,Marca,CodMarca,Campus,CodCampus
13137493,Nicolas Silva,Nordeste,2,IES SE,6,Campus SE 3,40
13137494,Thales Fogaça,Nordeste,2,IES AL,7,Campus AL 3,41
13137495,Vicente Santos,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13137496,Raquel Campos,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13137497,Enrico Vieira,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13137498,Srta. Melissa das Neves,Sudeste,4,IES SP,11,Campus SP 3,45
13137499,Srta. Luana Gomes,Sudeste,4,IES ES,12,Campus ES 3,46
13137500,Daniela Rocha,Sudeste,4,IES RJ,13,Campus RJ 3,47
13137501,Camila Freitas,Sudeste,4,IES MG,14,Campus MG 3,48
13137502,Marina Araújo,Sul,5,IES RS,15,Campus RS 3,49
13137503,Ana Clara Ramos,Sul,5,IES SC,16,Campus SC 3,50
13137504,Dra. Maria Eduarda Teixeira,Sul,5,IES PR,17,Campus PR 3,51
13137505,Davi Luiz Peixoto,Norte,1,IES AM,1,Campus AM 4,52
13137506,Isabelly Pereira,Norte,1,IES RR,2,Campus RR 4,53
13137507,Vitor Almeida,Norte,1,IES PA,3,Campus PA 4,54
13137508,Ana Carolina Carvalho,Nordeste,2,IES BA,4,Campus BA 4,55
13137509,Fernando Campos,Nordeste,2,IES RN,5,Campus RN 4,56
13137510,Sophia Gonçalves,Nordeste,2,IES SE,6,Campus SE 4,57
13137511,Sarah Sales,Nordeste,2,IES AL,7,Campus AL 4,58
13137512,Emanuelly Caldeira,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13137513,Dr. Pedro Henrique Gomes,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13137514,André Moraes,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13137515,João Lucas da Cunha,Sudeste,4,IES SP,11,Campus SP 4,62
13137516,Srta. Maria Vitória Campos,Sudeste,4,IES ES,12,Campus ES 4,63
13137517,Lívia Caldeira,Sudeste,4,IES RJ,13,Campus RJ 4,64
13137518,Sarah Alves,Sudeste,4,IES SP,11,Campus SP 1,11
13137519,Yasmin da Cruz,Sudeste,4,IES ES,12,Campus ES 1,12
13137520,Gabrielly Ramos,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137521,Agatha Fogaça,Sudeste,4,IES MG,14,Campus MG 1,14
13137522,Isabel da Cruz,Sul,5,IES RS,15,Campus RS 1,15
13137523,Yuri Alves,Sul,5,IES SC,16,Campus SC 1,16
13137524,Letícia Sales,Sul,5,IES PR,17,Campus PR 1,17
13137525,Davi Campos,Norte,1,IES AM,1,Campus AM 2,18
13137526,Samuel Lima,Norte,1,IES RR,2,Campus RR 2,19
13137527,Leonardo Vieira,Norte,1,IES PA,3,Campus PA 2,20
13137528,Igor da Rosa,Nordeste,2,IES BA,4,Campus BA 2,21
13137529,Emanuelly Peixoto,Nordeste,2,IES RN,5,Campus RN 2,22
13137530,Maria Sophia Gonçalves,Nordeste,2,IES SE,6,Campus SE 2,23
13137531,Gustavo Henrique Costela,Nordeste,2,IES AL,7,Campus AL 2,24
13137532,João Jesus,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137533,Miguel Cunha,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137534,Sophia Nogueira,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137535,Sr. Francisco da Costa,Sudeste,4,IES SP,11,Campus SP 2,28
13137536,Letícia da Costa,Sudeste,4,IES ES,12,Campus ES 2,29
13137537,Renan Costela,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137538,Yasmin Dias,Sudeste,4,IES SP,11,Campus SP 1,11
13137539,Daniela Fogaça,Sudeste,4,IES ES,12,Campus ES 1,12
13137540,Luiz Miguel da Cruz,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137541,Srta. Emanuella Melo,Sudeste,4,IES MG,14,Campus MG 1,14
13137542,Maria Julia da Mata,Sul,5,IES RS,15,Campus RS 1,15
13137543,Camila Azevedo,Sul,5,IES SC,16,Campus SC 1,16
13137544,João Pedro da Rosa,Sul,5,IES PR,17,Campus PR 1,17
13137545,Sophia Mendes,Norte,1,IES AM,1,Campus AM 2,18
13137546,Sra. Yasmin das Neves,Norte,1,IES RR,2,Campus RR 2,19
13137547,Sr. Luiz Gustavo Moraes,Norte,1,IES PA,3,Campus PA 2,20
13137548,Dr. Vitor Correia,Nordeste,2,IES BA,4,Campus BA 2,21
13137549,Evelyn Pires,Nordeste,2,IES RN,5,Campus RN 2,22
13137550,Isadora Souza,Nordeste,2,IES SE,6,Campus SE 2,23
13137551,Sophia Moraes,Nordeste,2,IES AL,7,Campus AL 2,24
13137552,Dra. Esther Correia,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137553,Sofia Cunha,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137554,Sra. Marcela Souza,Norte,1,IES AM,1,Campus AM 1,1
13137555,Maria Eduarda da Mata,Norte,1,IES RR,2,Campus RR 1,2
13137556,Camila Moraes,Norte,1,IES PA,3,Campus PA 1,3
13137557,Lucas Gabriel Rocha,Nordeste,2,IES BA,4,Campus BA 1,4
13137558,Ana Julia Barros,Nordeste,2,IES RN,5,Campus RN 1,5
13137559,Sr. Thales Mendes,Nordeste,2,IES SE,6,Campus SE 1,6
13137560,Danilo da Costa,Nordeste,2,IES AL,7,Campus AL 1,7
13137561,Igor Fernandes,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13137562,Sarah da Rocha,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13137563,Rodrigo Aragão,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13137564,Lucca da Paz,Sudeste,4,IES SP,11,Campus SP 1,11
13137565,Eloah Moura,Sudeste,4,IES ES,12,Campus ES 1,12
13137566,Julia Almeida,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137567,Ana Beatriz Teixeira,Sudeste,4,IES MG,14,Campus MG 1,14
13137568,João Felipe Rocha,Sul,5,IES RS,15,Campus RS 1,15
13137569,Alana Ribeiro,Sul,5,IES SC,16,Campus SC 1,16
13137570,Davi Luiz Pinto,Sul,5,IES PR,17,Campus PR 1,17
13137571,Sabrina Melo,Norte,1,IES AM,1,Campus AM 2,18
13137572,Lara Fernandes,Norte,1,IES RR,2,Campus RR 2,19
13137573,Ana Dias,Norte,1,IES PA,3,Campus PA 2,20
13137574,Murilo Farias,Nordeste,2,IES BA,4,Campus BA 2,21
13137575,Clara Martins,Nordeste,2,IES RN,5,Campus RN 2,22
13137576,Erick Viana,Nordeste,2,IES SE,6,Campus SE 2,23
13137577,Danilo Azevedo,Nordeste,2,IES AL,7,Campus AL 2,24
13137578,Pietra Teixeira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137579,Alexia Cardoso,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137580,Luiz Otávio Mendes,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137581,Nina Campos,Sudeste,4,IES SP,11,Campus SP 2,28
13137582,Srta. Manuela Costela,Sudeste,4,IES ES,12,Campus ES 2,29
13137583,Sra. Helena Melo,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137584,Dr. Francisco da Conceição,Sudeste,4,IES MG,14,Campus MG 2,31
13137585,Vicente Pinto,Sul,5,IES RS,15,Campus RS 2,32
13137586,Dr. Heitor Pires,Sul,5,IES SC,16,Campus SC 2,33
13137587,Breno Santos,Sul,5,IES PR,17,Campus PR 2,34
13137588,Felipe Carvalho,Norte,1,IES AM,1,Campus AM 3,35
13137589,Luiz Miguel da Luz,Norte,1,IES RR,2,Campus RR 3,36
13137590,Emilly Rocha,Norte,1,IES PA,3,Campus PA 3,37
13137591,João Lucas Fogaça,Nordeste,2,IES BA,4,Campus BA 3,38
13137592,Gustavo Ribeiro,Nordeste,2,IES RN,5,Campus RN 3,39
13137593,Mirella Monteiro,Nordeste,2,IES SE,6,Campus SE 3,40
13137594,Dr. Anthony Vieira,Nordeste,2,IES AL,7,Campus AL 3,41
13137595,Isaac Nogueira,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13137596,Cauã Porto,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13137597,João Felipe Teixeira,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13137598,Francisco Jesus,Sudeste,4,IES SP,11,Campus SP 3,45
13137599,Clarice da Costa,Sudeste,4,IES ES,12,Campus ES 3,46
13137600,Anthony Melo,Sudeste,4,IES RJ,13,Campus RJ 3,47
13137601,Maria Eduarda Vieira,Sudeste,4,IES MG,14,Campus MG 3,48
13137602,Ana Laura Araújo,Sul,5,IES RS,15,Campus RS 3,49
13137603,Sr. Pedro Miguel da Cruz,Sul,5,IES SC,16,Campus SC 3,50
13137604,Dra. Ana Vitória Lopes,Sul,5,IES PR,17,Campus PR 3,51
13137605,Benício Lopes,Norte,1,IES AM,1,Campus AM 4,52
13137606,Clarice Cavalcanti,Norte,1,IES RR,2,Campus RR 4,53
13137607,Diogo Gomes,Norte,1,IES PA,3,Campus PA 4,54
13137608,Stephany Aragão,Nordeste,2,IES BA,4,Campus BA 4,55
13137609,Ana Barros,Nordeste,2,IES RN,5,Campus RN 4,56
13137610,Gustavo Gonçalves,Nordeste,2,IES SE,6,Campus SE 4,57
13137611,Eduardo Fogaça,Nordeste,2,IES AL,7,Campus AL 4,58
13137612,Benício Melo,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13137613,Dr. Miguel Correia,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13137614,Sra. Maria Luiza Silveira,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13137615,Fernanda Peixoto,Sudeste,4,IES SP,11,Campus SP 4,62
13137616,Davi Santos,Sudeste,4,IES ES,12,Campus ES 4,63
13137617,Noah Campos,Sudeste,4,IES RJ,13,Campus RJ 4,64
13137618,Ana Júlia Cardoso,Sudeste,4,IES SP,11,Campus SP 1,11
13137619,Dr. Enzo Rocha,Sudeste,4,IES ES,12,Campus ES 1,12
13137620,Marcos Vinicius Melo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137621,Ana Julia Pires,Sudeste,4,IES MG,14,Campus MG 1,14
13137622,Noah das Neves,Sul,5,IES RS,15,Campus RS 1,15
13137623,Gustavo Pinto,Sul,5,IES SC,16,Campus SC 1,16
13137624,Thiago Moura,Sul,5,IES PR,17,Campus PR 1,17
13137625,Agatha Vieira,Norte,1,IES AM,1,Campus AM 2,18
13137626,Murilo Pereira,Norte,1,IES RR,2,Campus RR 2,19
13137627,Sabrina da Rosa,Norte,1,IES PA,3,Campus PA 2,20
13137628,Raquel Gomes,Nordeste,2,IES BA,4,Campus BA 2,21
13137629,Marina Ramos,Nordeste,2,IES RN,5,Campus RN 2,22
13137630,Lívia Sales,Nordeste,2,IES SE,6,Campus SE 2,23
13137631,Ana Julia da Cruz,Nordeste,2,IES AL,7,Campus AL 2,24
13137632,Raul Martins,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137633,Rodrigo Cardoso,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137634,Sr. Samuel da Rocha,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137635,Maria Luiza Oliveira,Sudeste,4,IES SP,11,Campus SP 2,28
13137636,Felipe Freitas,Sudeste,4,IES ES,12,Campus ES 2,29
13137637,Maria Cecília Silva,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137638,Maria Vitória Barbosa,Sudeste,4,IES SP,11,Campus SP 1,11
13137639,Cauã Teixeira,Sudeste,4,IES ES,12,Campus ES 1,12
13137640,Lucas Alves,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137641,Daniel Rodrigues,Sudeste,4,IES MG,14,Campus MG 1,14
13137642,Ana Lívia Duarte,Sul,5,IES RS,15,Campus RS 1,15
13137643,Sra. Maria Eduarda da Costa,Sul,5,IES SC,16,Campus SC 1,16
13137644,Maysa Gonçalves,Sul,5,IES PR,17,Campus PR 1,17
13137645,Luana Vieira,Norte,1,IES AM,1,Campus AM 2,18
13137646,Catarina da Mata,Norte,1,IES RR,2,Campus RR 2,19
13137647,Samuel Cunha,Norte,1,IES PA,3,Campus PA 2,20
13137648,Dr. Joaquim Martins,Nordeste,2,IES BA,4,Campus BA 2,21
13137649,Bruna Pires,Nordeste,2,IES RN,5,Campus RN 2,22
13137650,Eduarda Pires,Nordeste,2,IES SE,6,Campus SE 2,23
13137651,Dr. Luigi Martins,Nordeste,2,IES AL,7,Campus AL 2,24
13137652,Alexia Barros,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137653,Clarice da Costa,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137654,Maria Clara Alves,Norte,1,IES AM,1,Campus AM 1,1
13137655,Isabel Freitas,Norte,1,IES RR,2,Campus RR 1,2
13137656,Manuela Alves,Norte,1,IES PA,3,Campus PA 1,3
13137657,Rebeca Peixoto,Nordeste,2,IES BA,4,Campus BA 1,4
13137658,Yago Nogueira,Nordeste,2,IES RN,5,Campus RN 1,5
13137659,Luna Teixeira,Nordeste,2,IES SE,6,Campus SE 1,6
13137660,Thiago Cardoso,Nordeste,2,IES AL,7,Campus AL 1,7
13137661,Clara Porto,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13137662,Helena Mendes,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13137663,Otávio Monteiro,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13137664,Nina Castro,Sudeste,4,IES SP,11,Campus SP 1,11
13137665,Thales Lima,Sudeste,4,IES ES,12,Campus ES 1,12
13137666,Sr. Gustavo Henrique Souza,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137667,Enrico Oliveira,Sudeste,4,IES MG,14,Campus MG 1,14
13137668,Joana Sales,Sul,5,IES RS,15,Campus RS 1,15
13137669,Marcelo Alves,Sul,5,IES SC,16,Campus SC 1,16
13137670,Antônio Rocha,Sul,5,IES PR,17,Campus PR 1,17
13137671,Caio Araújo,Norte,1,IES AM,1,Campus AM 2,18
13137672,Lorena Oliveira,Norte,1,IES RR,2,Campus RR 2,19
13137673,Arthur da Rocha,Norte,1,IES PA,3,Campus PA 2,20
13137674,Julia Pinto,Nordeste,2,IES BA,4,Campus BA 2,21
13137675,Rebeca da Paz,Nordeste,2,IES RN,5,Campus RN 2,22
13137676,Srta. Bruna Pinto,Nordeste,2,IES SE,6,Campus SE 2,23
13137677,Dr. Marcos Vinicius Silva,Nordeste,2,IES AL,7,Campus AL 2,24
13137678,Levi Castro,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137679,Eduarda Castro,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137680,Thales da Mota,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137681,Gabriela Teixeira,Sudeste,4,IES SP,11,Campus SP 2,28
13137682,Maysa Pires,Sudeste,4,IES ES,12,Campus ES 2,29
13137683,Breno Monteiro,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137684,João Lucas Freitas,Sudeste,4,IES MG,14,Campus MG 2,31
13137685,Evelyn Alves,Sul,5,IES RS,15,Campus RS 2,32
13137686,Eduardo Monteiro,Sul,5,IES SC,16,Campus SC 2,33
13137687,Bernardo Teixeira,Sul,5,IES PR,17,Campus PR 2,34
13137688,Sra. Mariana Monteiro,Norte,1,IES AM,1,Campus AM 3,35
13137689,Natália Cardoso,Norte,1,IES RR,2,Campus RR 3,36
13137690,Luigi Teixeira,Norte,1,IES PA,3,Campus PA 3,37
13137691,Cauê Jesus,Nordeste,2,IES BA,4,Campus BA 3,38
13137692,Alice Araújo,Nordeste,2,IES RN,5,Campus RN 3,39
13137693,Miguel Barros,Nordeste,2,IES SE,6,Campus SE 3,40
13137694,Diego Pires,Nordeste,2,IES AL,7,Campus AL 3,41
13137695,Alexandre Aragão,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13137696,Kamilly Peixoto,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13137697,Isabella Pires,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13137698,Sr. Benício Cavalcanti,Sudeste,4,IES SP,11,Campus SP 3,45
13137699,Ana Beatriz Aragão,Sudeste,4,IES ES,12,Campus ES 3,46
13137700,Pedro Henrique Freitas,Sudeste,4,IES RJ,13,Campus RJ 3,47
13137701,Sra. Laura Nascimento,Sudeste,4,IES MG,14,Campus MG 3,48
13137702,Juan da Mota,Sul,5,IES RS,15,Campus RS 3,49
13137703,Pietra Almeida,Sul,5,IES SC,16,Campus SC 3,50
13137704,Maitê Correia,Sul,5,IES PR,17,Campus PR 3,51
13137705,Vinicius da Luz,Norte,1,IES AM,1,Campus AM 4,52
13137706,Nina Caldeira,Norte,1,IES RR,2,Campus RR 4,53
13137707,Heloísa Cavalcanti,Norte,1,IES PA,3,Campus PA 4,54
13137708,Vitória Rodrigues,Nordeste,2,IES BA,4,Campus BA 4,55
13137709,Ian Cunha,Nordeste,2,IES RN,5,Campus RN 4,56
13137710,Elisa Cunha,Nordeste,2,IES SE,6,Campus SE 4,57
13137711,Stella Ferreira,Nordeste,2,IES AL,7,Campus AL 4,58
13137712,Davi Lucca das Neves,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13137713,Dra. Isabelly Barbosa,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13137714,Sr. Marcelo Silva,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13137715,Isaac Silva,Sudeste,4,IES SP,11,Campus SP 4,62
13137716,Luiz Gustavo Ribeiro,Sudeste,4,IES ES,12,Campus ES 4,63
13137717,Ana Clara Barbosa,Sudeste,4,IES RJ,13,Campus RJ 4,64
13137718,Dra. Elisa Vieira,Sudeste,4,IES SP,11,Campus SP 1,11
13137719,Pedro Silveira,Sudeste,4,IES ES,12,Campus ES 1,12
13137720,Bernardo Gonçalves,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137721,Rafael Sales,Sudeste,4,IES MG,14,Campus MG 1,14
13137722,Srta. Raquel Barbosa,Sul,5,IES RS,15,Campus RS 1,15
13137723,Lavínia Moura,Sul,5,IES SC,16,Campus SC 1,16
13137724,Esther Pinto,Sul,5,IES PR,17,Campus PR 1,17
13137725,Olivia Viana,Norte,1,IES AM,1,Campus AM 2,18
13137726,Raquel Ribeiro,Norte,1,IES RR,2,Campus RR 2,19
13137727,Esther Novaes,Norte,1,IES PA,3,Campus PA 2,20
13137728,Maria Vitória Alves,Nordeste,2,IES BA,4,Campus BA 2,21
13137729,Sabrina Peixoto,Nordeste,2,IES RN,5,Campus RN 2,22
13137730,Thiago Duarte,Nordeste,2,IES SE,6,Campus SE 2,23
13137731,Maria Luiza Azevedo,Nordeste,2,IES AL,7,Campus AL 2,24
13137732,Ana Luiza Castro,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137733,Fernando Ribeiro,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137734,Marcelo Gonçalves,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137735,Sra. Giovanna Silveira,Sudeste,4,IES SP,11,Campus SP 2,28
13137736,Sr. Lucca Ribeiro,Sudeste,4,IES ES,12,Campus ES 2,29
13137737,Fernanda Fernandes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137738,Mirella Novaes,Sudeste,4,IES SP,11,Campus SP 1,11
13137739,Paulo Alves,Sudeste,4,IES ES,12,Campus ES 1,12
13137740,Vitória Lopes,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137741,Bianca Fernandes,Sudeste,4,IES MG,14,Campus MG 1,14
13137742,Stephany Caldeira,Sul,5,IES RS,15,Campus RS 1,15
13137743,Dr. Vitor Gabriel Cardoso,Sul,5,IES SC,16,Campus SC 1,16
13137744,Isis Rezende,Sul,5,IES PR,17,Campus PR 1,17
13137745,Bryan Santos,Norte,1,IES AM,1,Campus AM 2,18
13137746,Luiza Gomes,Norte,1,IES RR,2,Campus RR 2,19
13137747,Marina Nunes,Norte,1,IES PA,3,Campus PA 2,20
13137748,Rafaela Alves,Nordeste,2,IES BA,4,Campus BA 2,21
13137749,Dra. Nicole Moraes,Nordeste,2,IES RN,5,Campus RN 2,22
13137750,Alexia Lima,Nordeste,2,IES SE,6,Campus SE 2,23
13137751,Luana Silveira,Nordeste,2,IES AL,7,Campus AL 2,24
13137752,Nathan Moreira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137753,Kamilly Novaes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137754,Júlia Pinto,Norte,1,IES AM,1,Campus AM 1,1
13137755,Sr. Fernando Lima,Norte,1,IES RR,2,Campus RR 1,2
13137756,Lara da Paz,Norte,1,IES PA,3,Campus PA 1,3
13137757,Vitor Melo,Nordeste,2,IES BA,4,Campus BA 1,4
13137758,Gabrielly Rezende,Nordeste,2,IES RN,5,Campus RN 1,5
13137759,Vitor Hugo Aragão,Nordeste,2,IES SE,6,Campus SE 1,6
13137760,Vitória Cunha,Nordeste,2,IES AL,7,Campus AL 1,7
13137761,Pedro Miguel Silva,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13137762,Ana Lívia Rodrigues,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13137763,Sabrina Costa,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13137764,Srta. Bárbara Pinto,Sudeste,4,IES SP,11,Campus SP 1,11
13137765,João Felipe Moreira,Sudeste,4,IES ES,12,Campus ES 1,12
13137766,Vitória da Rocha,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137767,Joaquim Barros,Sudeste,4,IES MG,14,Campus MG 1,14
13137768,Pietro Gonçalves,Sul,5,IES RS,15,Campus RS 1,15
13137769,Beatriz Caldeira,Sul,5,IES SC,16,Campus SC 1,16
13137770,Melissa Caldeira,Sul,5,IES PR,17,Campus PR 1,17
13137771,Fernanda da Conceição,Norte,1,IES AM,1,Campus AM 2,18
13137772,Luiz Henrique Cunha,Norte,1,IES RR,2,Campus RR 2,19
13137773,Luiz Felipe Martins,Norte,1,IES PA,3,Campus PA 2,20
13137774,Srta. Melissa das Neves,Nordeste,2,IES BA,4,Campus BA 2,21
13137775,Srta. Eduarda Martins,Nordeste,2,IES RN,5,Campus RN 2,22
13137776,Sarah Rodrigues,Nordeste,2,IES SE,6,Campus SE 2,23
13137777,Sofia Ribeiro,Nordeste,2,IES AL,7,Campus AL 2,24
13137778,Rebeca da Mota,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137779,Maria Clara Fogaça,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137780,Luiz Gustavo Porto,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137781,Rafael Costa,Sudeste,4,IES SP,11,Campus SP 2,28
13137782,Dra. Stephany Teixeira,Sudeste,4,IES ES,12,Campus ES 2,29
13137783,Nina Silveira,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137784,Dra. Maria Cecília Costela,Sudeste,4,IES MG,14,Campus MG 2,31
13137785,Emanuelly Almeida,Sul,5,IES RS,15,Campus RS 2,32
13137786,Yago Sales,Sul,5,IES SC,16,Campus SC 2,33
13137787,Juliana Dias,Sul,5,IES PR,17,Campus PR 2,34
13137788,Dr. Fernando Sales,Norte,1,IES AM,1,Campus AM 3,35
13137789,Pietra Almeida,Norte,1,IES RR,2,Campus RR 3,36
13137790,Esther Pinto,Norte,1,IES PA,3,Campus PA 3,37
13137791,Alice Fogaça,Nordeste,2,IES BA,4,Campus BA 3,38
13137792,Davi Lucca Duarte,Nordeste,2,IES RN,5,Campus RN 3,39
13137793,Cauê Correia,Nordeste,2,IES SE,6,Campus SE 3,40
13137794,Agatha Pires,Nordeste,2,IES AL,7,Campus AL 3,41
13137795,Emanuel Correia,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13137796,Ana Clara da Mota,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13137797,Maria Eduarda Cardoso,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13137798,Rebeca Novaes,Sudeste,4,IES SP,11,Campus SP 3,45
13137799,Clarice Campos,Sudeste,4,IES ES,12,Campus ES 3,46
13137800,Camila Alves,Sudeste,4,IES RJ,13,Campus RJ 3,47
13137801,Ana Carolina Viana,Sudeste,4,IES MG,14,Campus MG 3,48
13137802,Carolina Caldeira,Sul,5,IES RS,15,Campus RS 3,49
13137803,Leonardo Almeida,Sul,5,IES SC,16,Campus SC 3,50
13137804,Luiz Felipe Vieira,Sul,5,IES PR,17,Campus PR 3,51
13137805,Maysa Correia,Norte,1,IES AM,1,Campus AM 4,52
13137806,Augusto Costela,Norte,1,IES RR,2,Campus RR 4,53
13137807,Daniel Ramos,Norte,1,IES PA,3,Campus PA 4,54
13137808,Ian Cardoso,Nordeste,2,IES BA,4,Campus BA 4,55
13137809,Maria Eduarda da Rocha,Nordeste,2,IES RN,5,Campus RN 4,56
13137810,Vitor Hugo Pires,Nordeste,2,IES SE,6,Campus SE 4,57
13137811,Mariane da Cunha,Nordeste,2,IES AL,7,Campus AL 4,58
13137812,Vicente Campos,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13137813,Sofia da Costa,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13137814,Rodrigo da Cruz,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13137815,Davi Lucas Costela,Sudeste,4,IES SP,11,Campus SP 4,62
13137816,Carolina Barbosa,Sudeste,4,IES ES,12,Campus ES 4,63
13137817,Benício Campos,Sudeste,4,IES RJ,13,Campus RJ 4,64
13137818,Cauê Cunha,Sudeste,4,IES SP,11,Campus SP 1,11
13137819,Milena Melo,Sudeste,4,IES ES,12,Campus ES 1,12
13137820,Maitê Almeida,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137821,Letícia Silva,Sudeste,4,IES MG,14,Campus MG 1,14
13137822,Júlia da Cunha,Sul,5,IES RS,15,Campus RS 1,15
13137823,Camila Melo,Sul,5,IES SC,16,Campus SC 1,16
13137824,João Guilherme Ramos,Sul,5,IES PR,17,Campus PR 1,17
13137825,Fernanda Santos,Norte,1,IES AM,1,Campus AM 2,18
13137826,Thiago Teixeira,Norte,1,IES RR,2,Campus RR 2,19
13137827,Dra. Daniela Correia,Norte,1,IES PA,3,Campus PA 2,20
13137828,Luiz Fernando da Luz,Nordeste,2,IES BA,4,Campus BA 2,21
13137829,Felipe Freitas,Nordeste,2,IES RN,5,Campus RN 2,22
13137830,Sr. Anthony da Cruz,Nordeste,2,IES SE,6,Campus SE 2,23
13137831,Emilly Campos,Nordeste,2,IES AL,7,Campus AL 2,24
13137832,Thomas Mendes,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137833,Marcelo Moreira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137834,Vitor Hugo Moraes,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137835,Caroline Cunha,Sudeste,4,IES SP,11,Campus SP 2,28
13137836,Helena Cardoso,Sudeste,4,IES ES,12,Campus ES 2,29
13137837,Esther Moura,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137838,Bernardo Lima,Sudeste,4,IES SP,11,Campus SP 1,11
13137839,Dr. Calebe da Rosa,Sudeste,4,IES ES,12,Campus ES 1,12
13137840,André Cardoso,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137841,Alexandre Cunha,Sudeste,4,IES MG,14,Campus MG 1,14
13137842,João Lucas Sales,Sul,5,IES RS,15,Campus RS 1,15
13137843,Kaique Ramos,Sul,5,IES SC,16,Campus SC 1,16
13137844,Ana Costa,Sul,5,IES PR,17,Campus PR 1,17
13137845,Sr. Marcelo Oliveira,Norte,1,IES AM,1,Campus AM 2,18
13137846,Srta. Maria Eduarda Oliveira,Norte,1,IES RR,2,Campus RR 2,19
13137847,Fernando Ferreira,Norte,1,IES PA,3,Campus PA 2,20
